InstanceId,Description,GridSize,Status,CreatedDate,CompletedDate
1682916352201,Web Api - ComputerPlayerV3,3,1,2023-04-28 06:37:09.1731146,2023-04-28 06:37:14.7032078
1683235507660,Web Api - ComputerPlayerV3,3,1,2023-04-28 06:37:18.2525819,2023-04-28 06:37:28.7708446
1683270103118,Web Api - ComputerPlayerV3,3,3,2023-04-28 06:36:32.9446283,2023-04-28 06:36:37.9739400
1683302581898,Web Api - ComputerPlayerV3,3,1,2023-04-28 06:37:33.3583255,2023-04-28 06:37:38.2357123
1683336951855,Web Api - ComputerPlayerV3,3,3,2023-04-28 06:36:24.6035281,2023-04-28 06:36:30.5064119
1683339562850,Web Api - ComputerPlayerV3,3,1,2023-04-28 06:36:51.9813025,2023-04-28 06:37:06.5675475
1683351995878,Web Api - ComputerPlayerV3,3,3,2023-04-27 10:25:43.4607156,2023-04-27 10:25:55.1916408
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:33.7867653,2023-04-27 01:05:34.5609516
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:34.6226476,2023-04-27 01:05:34.8671608
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:34.9241532,2023-04-27 01:05:35.0947003
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:35.1530186,2023-04-27 01:05:35.3812359
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:35.4386926,2023-04-27 01:05:35.6222954
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:35.6792897,2023-04-27 01:05:35.9185796
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:35.9767142,2023-04-27 01:05:36.2020179
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:36.2625820,2023-04-27 01:05:36.4404406
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:36.4939245,2023-04-27 01:05:36.6589628
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:36.7094583,2023-04-27 01:05:36.8919153
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:36.9520753,2023-04-27 01:05:37.1234972
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:37.1778555,2023-04-27 01:05:37.3383949
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:37.3884351,2023-04-27 01:05:37.4987959
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:37.5474314,2023-04-27 01:05:37.7785869
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:37.8352311,2023-04-27 01:05:37.9941262
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:38.0486824,2023-04-27 01:05:38.2102928
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:38.2638371,2023-04-27 01:05:38.4284895
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:38.4812627,2023-04-27 01:05:38.6555121
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:38.7088021,2023-04-27 01:05:38.8133193
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:38.8670746,2023-04-27 01:05:39.0244221
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:39.0765842,2023-04-27 01:05:39.2893105
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:39.3421663,2023-04-27 01:05:39.5213435
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:39.5690055,2023-04-27 01:05:39.7437413
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:39.7937091,2023-04-27 01:05:39.8979365
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:39.9492418,2023-04-27 01:05:40.1047848
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:40.1547104,2023-04-27 01:05:40.3121820
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,3,2023-04-27 01:05:40.3609267,2023-04-27 01:05:40.5776543
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:40.6339208,2023-04-27 01:05:40.7401648
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:40.7903211,2023-04-27 01:05:41.0001351
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:41.0500322,2023-04-27 01:05:41.2078211
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:41.2589951,2023-04-27 01:05:41.4171419
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:41.4668210,2023-04-27 01:05:41.6717601
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,2,2023-04-27 01:05:41.7247455,2023-04-27 01:05:41.8844207
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,3,2023-04-27 01:05:41.9387568,2023-04-27 01:05:42.1495645
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:42.1991465,2023-04-27 01:05:42.3562111
638181543317154000,UnitTest 2P Valid Test - P1: ComputerPlayerV1 P2: ComputerPlayerV1,3,1,2023-04-27 01:05:42.4070913,2023-04-27 01:05:42.5642446
