id,sCreatedDate,sInstanceId,MoveNumber,Cell0,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,GameResultCode,Draw,Player1Wins,Player2Wins
923,'2022-02-23 01:19:53.390','1645451768365',1,0,0,0,0,1,0,0,0,0,3,1,0,0
924,'2022-02-23 01:19:53.390','1645451768365',2,0,0,0,0,1,0,2,0,0,3,1,0,0
925,'2022-02-23 01:19:53.390','1645451768365',3,1,0,0,0,1,0,2,0,0,3,1,0,0
926,'2022-02-23 01:19:53.390','1645451768365',4,1,0,0,0,1,0,2,0,0,3,1,0,0
927,'2022-02-23 01:19:53.390','1645451768365',5,1,0,0,0,1,0,2,1,0,3,1,0,0
928,'2022-02-23 01:19:53.390','1645451768365',6,1,2,0,0,1,0,2,1,0,3,1,0,0
929,'2022-02-23 01:19:53.390','1645451768365',7,1,2,0,0,1,1,2,1,0,3,1,0,0
930,'2022-02-23 01:19:53.390','1645451768365',8,1,2,0,2,1,1,2,1,0,3,1,0,0
931,'2022-02-23 01:19:53.390','1645451768365',9,1,2,1,2,1,1,2,1,0,3,1,0,0
932,'2022-02-23 01:19:53.390','1645454875900',1,1,0,0,0,0,0,0,0,0,1,0,1,0
933,'2022-02-23 01:19:53.390','1645454875900',2,1,0,0,0,0,0,0,2,0,1,0,1,0
934,'2022-02-23 01:19:53.390','1645454875900',3,1,0,0,0,0,0,1,2,0,1,0,1,0
935,'2022-02-23 01:19:53.390','1645454875900',4,1,0,0,2,0,0,1,2,0,1,0,1,0
936,'2022-02-23 01:19:53.390','1645454875900',5,1,0,1,2,0,0,1,2,0,1,0,1,0
937,'2022-02-23 01:19:53.390','1645454875900',6,1,2,1,2,0,0,1,2,0,1,0,1,0
938,'2022-02-23 01:19:53.390','1645454875900',7,1,2,1,2,1,0,1,2,0,1,0,1,0
939,'2022-02-23 01:19:53.390','1645454921517',1,1,0,0,0,0,0,0,0,0,3,1,0,0
940,'2022-02-23 01:19:53.390','1645454921517',2,1,0,0,0,0,0,2,0,0,3,1,0,0
941,'2022-02-23 01:19:53.390','1645454921517',3,1,0,0,0,1,0,2,0,0,3,1,0,0
942,'2022-02-23 01:19:53.390','1645454921517',4,1,0,0,0,1,0,2,0,0,3,1,0,0
943,'2022-02-23 01:19:53.390','1645454921517',5,1,0,0,0,1,0,2,1,0,3,1,0,0
944,'2022-02-23 01:19:53.390','1645454921517',6,1,2,0,0,1,0,2,1,0,3,1,0,0
945,'2022-02-23 01:19:53.390','1645454921517',7,1,2,0,0,1,1,2,1,0,3,1,0,0
946,'2022-02-23 01:19:53.390','1645454921517',8,1,2,0,2,1,1,2,1,0,3,1,0,0
947,'2022-02-23 01:19:53.390','1645454921517',9,1,2,1,2,1,1,2,1,0,3,1,0,0
948,'2022-02-23 01:19:53.390','1645454943830',1,0,0,0,0,0,0,1,0,0,3,1,0,0
949,'2022-02-23 01:19:53.390','1645454943830',2,0,2,0,0,0,0,1,0,0,3,1,0,0
950,'2022-02-23 01:19:53.390','1645454943830',3,0,2,1,0,0,0,1,0,0,3,1,0,0
951,'2022-02-23 01:19:53.390','1645454943830',4,0,2,1,0,2,0,1,0,0,3,1,0,0
952,'2022-02-23 01:19:53.390','1645454943830',5,0,2,1,0,2,0,1,1,0,3,1,0,0
953,'2022-02-23 01:19:53.390','1645454943830',6,0,2,1,0,2,0,1,1,0,3,1,0,0
954,'2022-02-23 01:19:53.390','1645454943830',7,1,2,1,0,2,0,1,1,0,3,1,0,0
955,'2022-02-23 01:19:53.390','1645454943830',8,1,2,1,2,2,0,1,1,0,3,1,0,0
956,'2022-02-23 01:19:53.390','1645454943830',9,1,2,1,2,2,1,1,1,0,3,1,0,0
957,'2022-02-23 01:19:53.390','1645455530905',1,1,0,0,0,0,0,0,0,0,3,1,0,0
958,'2022-02-23 01:19:53.390','1645455530905',2,1,0,0,0,2,0,0,0,0,3,1,0,0
959,'2022-02-23 01:19:53.390','1645455530905',3,1,0,0,0,2,0,0,0,0,3,1,0,0
960,'2022-02-23 01:19:53.390','1645455530905',4,1,0,0,0,2,0,2,0,0,3,1,0,0
961,'2022-02-23 01:19:53.390','1645455530905',5,1,0,1,0,2,0,2,0,0,3,1,0,0
962,'2022-02-23 01:19:53.390','1645455530905',6,1,2,1,0,2,0,2,0,0,3,1,0,0
963,'2022-02-23 01:19:53.390','1645455530905',7,1,2,1,0,2,0,2,1,0,3,1,0,0
964,'2022-02-23 01:19:53.390','1645455530905',8,1,2,1,0,2,2,2,1,0,3,1,0,0
965,'2022-02-23 01:19:53.390','1645455530905',9,1,2,1,1,2,2,2,1,0,3,1,0,0
966,'2022-02-23 01:19:53.390','1645455633218',1,0,0,0,0,1,0,0,0,0,3,1,0,0
967,'2022-02-23 01:19:53.390','1645455633218',2,2,0,0,0,1,0,0,0,0,3,1,0,0
968,'2022-02-23 01:19:53.390','1645455633218',3,2,0,0,0,1,0,1,0,0,3,1,0,0
969,'2022-02-23 01:19:53.390','1645455633218',4,2,0,2,0,1,0,1,0,0,3,1,0,0
970,'2022-02-23 01:19:53.390','1645455633218',5,2,1,2,0,1,0,1,0,0,3,1,0,0
971,'2022-02-23 01:19:53.390','1645455633218',6,2,1,2,0,1,0,1,2,0,3,1,0,0
972,'2022-02-23 01:19:53.390','1645455633218',7,2,1,2,1,1,0,1,2,0,3,1,0,0
973,'2022-02-23 01:19:53.390','1645455633218',8,2,1,2,1,1,2,1,2,0,3,1,0,0
974,'2022-02-23 01:19:53.390','1645455633218',9,2,1,2,1,1,2,1,2,0,3,1,0,0
975,'2022-02-23 01:19:53.390','1645455643467',1,0,0,0,0,0,0,0,0,0,2,0,0,1
976,'2022-02-23 01:19:53.390','1645455643467',2,0,0,0,0,2,0,0,0,0,2,0,0,1
977,'2022-02-23 01:19:53.390','1645455643467',3,0,0,0,0,2,0,0,1,0,2,0,0,1
978,'2022-02-23 01:19:53.390','1645455643467',4,0,0,0,0,2,0,2,1,0,2,0,0,1
979,'2022-02-23 01:19:53.390','1645455643467',5,0,0,0,1,2,0,2,1,0,2,0,0,1
980,'2022-02-23 01:19:53.390','1645455643467',6,0,0,2,1,2,0,2,1,0,2,0,0,1
981,'2022-02-23 01:19:53.390','1645455653911',1,0,0,0,0,1,0,0,0,0,3,1,0,0
982,'2022-02-23 01:19:53.390','1645455653911',2,0,0,0,2,1,0,0,0,0,3,1,0,0
983,'2022-02-23 01:19:53.390','1645455653911',3,0,0,0,2,1,0,0,0,0,3,1,0,0
984,'2022-02-23 01:19:53.390','1645455653911',4,2,0,0,2,1,0,0,0,0,3,1,0,0
985,'2022-02-23 01:19:53.390','1645455653911',5,2,0,0,2,1,0,1,0,0,3,1,0,0
986,'2022-02-23 01:19:53.390','1645455653911',6,2,0,0,2,1,0,1,2,0,3,1,0,0
987,'2022-02-23 01:19:53.390','1645455653911',7,2,0,0,2,1,1,1,2,0,3,1,0,0
988,'2022-02-23 01:19:53.390','1645455653911',8,2,0,2,2,1,1,1,2,0,3,1,0,0
989,'2022-02-23 01:19:53.390','1645455653911',9,2,1,2,2,1,1,1,2,0,3,1,0,0
990,'2022-02-23 01:19:53.390','1645455663866',1,0,0,0,0,1,0,0,0,0,2,0,0,1
991,'2022-02-23 01:19:53.390','1645455663866',2,0,0,0,0,1,2,0,0,0,2,0,0,1
992,'2022-02-23 01:19:53.390','1645455663866',3,0,0,0,0,1,2,0,1,0,2,0,0,1
993,'2022-02-23 01:19:53.390','1645455663866',4,0,2,0,0,1,2,0,1,0,2,0,0,1
994,'2022-02-23 01:19:53.390','1645455663866',5,0,2,0,0,1,2,1,1,0,2,0,0,1
995,'2022-02-23 01:19:53.390','1645455663866',6,0,2,0,0,1,2,1,1,0,2,0,0,1
996,'2022-02-23 01:19:53.390','1645455663866',7,1,2,0,0,1,2,1,1,0,2,0,0,1
997,'2022-02-23 01:19:53.390','1645455663866',8,1,2,2,0,1,2,1,1,0,2,0,0,1
998,'2022-02-23 01:19:53.390','1645455820606',1,0,0,0,0,1,0,0,0,0,3,1,0,0
999,'2022-02-23 01:19:53.390','1645455820606',2,0,2,0,0,1,0,0,0,0,3,1,0,0
1000,'2022-02-23 01:19:53.390','1645455820606',3,0,2,0,0,1,0,0,1,0,3,1,0,0
1001,'2022-02-23 01:19:53.390','1645455820606',4,2,2,0,0,1,0,0,1,0,3,1,0,0
1002,'2022-02-23 01:19:53.390','1645455820606',5,2,2,1,0,1,0,0,1,0,3,1,0,0
1003,'2022-02-23 01:19:53.390','1645455820606',6,2,2,1,0,1,0,2,1,0,3,1,0,0
1004,'2022-02-23 01:19:53.390','1645455820606',7,2,2,1,1,1,0,2,1,0,3,1,0,0
1005,'2022-02-23 01:19:53.390','1645455820606',8,2,2,1,1,1,2,2,1,0,3,1,0,0
1006,'2022-02-23 01:19:53.390','1645455820606',9,2,2,1,1,1,2,2,1,0,3,1,0,0
1007,'2022-02-23 01:19:53.390','1645455839422',1,0,0,0,0,0,0,0,1,0,2,0,0,1
1008,'2022-02-23 01:19:53.390','1645455839422',2,0,0,0,0,2,0,0,1,0,2,0,0,1
1009,'2022-02-23 01:19:53.390','1645455839422',3,0,0,0,0,2,0,0,1,0,2,0,0,1
1010,'2022-02-23 01:19:53.390','1645455839422',4,0,0,0,0,2,0,2,1,0,2,0,0,1
1011,'2022-02-23 01:19:53.390','1645455839422',5,0,0,1,0,2,0,2,1,0,2,0,0,1
1012,'2022-02-23 01:19:53.390','1645455839422',6,0,0,1,0,2,2,2,1,0,2,0,0,1
1013,'2022-02-23 01:19:53.390','1645455839422',7,1,0,1,0,2,2,2,1,0,2,0,0,1
1014,'2022-02-23 01:19:53.390','1645455839422',8,1,0,1,2,2,2,2,1,0,2,0,0,1
1015,'2022-02-23 01:19:53.390','1645497103188',1,1,0,0,0,0,0,0,0,0,1,0,1,0
1016,'2022-02-23 01:19:53.390','1645497103188',2,1,0,0,0,0,0,0,0,0,1,0,1,0
1017,'2022-02-23 01:19:53.390','1645497103188',3,1,0,0,0,0,0,1,0,0,1,0,1,0
1018,'2022-02-23 01:19:53.390','1645497103188',4,1,0,0,2,0,0,1,0,0,1,0,1,0
1019,'2022-02-23 01:19:53.390','1645497103188',5,1,0,1,2,0,0,1,0,0,1,0,1,0
1020,'2022-02-23 01:19:53.390','1645497103188',6,1,2,1,2,0,0,1,0,0,1,0,1,0
1021,'2022-02-23 01:19:53.390','1645497103188',7,1,2,1,2,1,0,1,0,0,1,0,1,0
1022,'2022-02-23 01:19:53.390','1645497145004',1,0,0,0,0,1,0,0,0,0,3,1,0,0
1023,'2022-02-23 01:19:53.390','1645497145004',2,0,0,2,0,1,0,0,0,0,3,1,0,0
1024,'2022-02-23 01:19:53.390','1645497145004',3,0,0,2,0,1,0,0,0,0,3,1,0,0
1025,'2022-02-23 01:19:53.390','1645497145004',4,2,0,2,0,1,0,0,0,0,3,1,0,0
1026,'2022-02-23 01:19:53.390','1645497145004',5,2,1,2,0,1,0,0,0,0,3,1,0,0
1027,'2022-02-23 01:19:53.390','1645497145004',6,2,1,2,0,1,0,0,2,0,3,1,0,0
1028,'2022-02-23 01:19:53.390','1645497145004',7,2,1,2,1,1,0,0,2,0,3,1,0,0
1029,'2022-02-23 01:19:53.390','1645497145004',8,2,1,2,1,1,2,0,2,0,3,1,0,0
1030,'2022-02-23 01:19:53.390','1645497145004',9,2,1,2,1,1,2,1,2,0,3,1,0,0
1031,'2022-02-23 01:19:53.391','1645497156425',1,0,0,0,0,0,0,0,1,0,1,0,1,0
1032,'2022-02-23 01:19:53.391','1645497156425',2,0,0,0,2,0,0,0,1,0,1,0,1,0
1033,'2022-02-23 01:19:53.391','1645497156425',3,0,0,0,2,0,0,1,1,0,1,0,1,0
1034,'2022-02-23 01:19:53.391','1645497156425',4,0,0,0,2,0,0,1,1,0,1,0,1,0
1035,'2022-02-23 01:19:53.391','1645497156425',5,0,0,0,2,1,0,1,1,0,1,0,1,0
1036,'2022-02-23 01:19:53.391','1645497156425',6,0,0,2,2,1,0,1,1,0,1,0,1,0
1037,'2022-02-23 01:19:53.391','1645497156425',7,0,1,2,2,1,0,1,1,0,1,0,1,0
